"lat" "long" "freq" "location"
"4171" 59.20746 10.89346 1 1473
"5603" 59.84121 10.50797 1 2419
"4107" 59.19522 10.49908 1 1414
"5788" 59.89315 10.5916 1 2568
"5719" 59.87679 10.60863 1 2512
"2672" 58.99048 10.0381 1 136
"3049" 59.053 10.99496 1 480
"4422" 59.27819 10.37887 1 1687
"3137" 59.06431 10.27667 1 559
"2781" 59.01205 11.08784 1 230
"3219" 59.07387 11.07773 1 636
"2891" 59.03088 9.767156 1 335
"2608" 58.97738 9.821494 1 93
"4396" 59.26707 10.39739 1 1664
"3375" 59.09363 10.43052 1 780
"2809" 59.01752 10.08062 1 257
"4327" 59.24546 10.50776 1 1605
"5832" 59.91383 10.66258 1 2600
"4121" 59.19741 10.78944 1 1427
"5768" 59.88831 10.53238 1 2550
"5046" 59.60961 10.43947 1 2123
"3337" 59.08895 11.00638 1 746
"2699" 58.99724 9.80785 1 160
"3466" 59.10439 10.85405 1 862
"2489" 58.93913 9.62036 1 20
"4038" 59.18335 11.09331 1 1352
"4151" 59.20308 10.78782 1 1454
"4839" 59.5155 10.6399 1 1981
"4096" 59.19338 11.14205 1 1404
"4606" 59.41258 10.48929 1 1828
"3660" 59.12643 11.06758 1 1018
"4027" 59.18199 10.4856 1 1343
"5469" 59.76761 10.58629 1 2356
"3040" 59.0518 11.07915 1 472
"4848" 59.52039 10.45903 1 1986
"4878" 59.52887 10.68186 1 2013
"2966" 59.04367 11.09794 1 403
"3089" 59.05807 10.40111 1 514
"2557" 58.96732 9.844767 1 54
"4280" 59.231 10.74038 1 1562
"3958" 59.17006 10.90777 1 1282
"2964" 59.0436 10.04656 1 401
"4445" 59.2942 10.51581 1 1702
"3480" 59.10559 10.42382 1 874
"3141" 59.06475 9.728914 1 563
"4452" 59.30312 10.65847 1 1709
"4418" 59.27579 10.74198 1 1683
"2760" 59.00862 9.798542 1 213
"5541" 59.81457 10.48422 1 2387
"4661" 59.44164 10.45563 1 1874
"3500" 59.10784 10.8404 1 892
"5383" 59.72305 10.7162 1 2285
"3407" 59.09758 11.21093 1 809
"3867" 59.15698 10.43414 1 1203
"4278" 59.2307 10.44099 1 1560
"5399" 59.73045 10.72867 1 2297
"3680" 59.1277 10.92314 1 1035
"5558" 59.82377 10.75217 1 2394
"3528" 59.11064 10.84861 1 915
"3533" 59.111 10.87782 1 920
"3759" 59.14027 10.94283 1 1104
"4612" 59.41857 10.62689 1 1834
"5289" 59.69285 10.58662 1 2222
"5669" 59.86445 10.55933 1 2472
"4915" 59.54266 10.38536 1 2046
"4670" 59.44426 10.65556 1 1881
"4481" 59.31529 10.71802 1 1736
"3103" 59.05985 10.99229 1 528
"4639" 59.4354 10.49388 1 1857
"5838" 59.91764 10.67521 1 2604
"5392" 59.72783 10.57664 1 2292
"5766" 59.88783 10.71818 1 2548
"4129" 59.19891 10.77185 1 1434
"4910" 59.53999 10.55132 1 2042
"2901" 59.03317 9.757852 1 344
"5776" 59.8903 10.70763 1 2556
"3084" 59.05742 9.719383 1 509
"4191" 59.21139 10.56456 1 1490
"4888" 59.53111 10.31494 1 2022
"3923" 59.16559 10.91579 1 1252
"3016" 59.04907 10.01862 1 449
"4895" 59.53262 10.41505 1 2029
"3104" 59.06004 11.08208 1 529
"2912" 59.03459 10.11908 1 355
"4532" 59.3361 10.7217 1 1777
"4617" 59.42323 10.48115 1 1839
"3386" 59.09467 10.91805 1 789
"4397" 59.26711 10.72682 1 1665
"2758" 59.00854 9.751124 1 211
"2622" 58.98072 9.965878 1 104
"2535" 58.96371 9.864417 1 40
"2905" 59.03344 10.9495 1 348
"3645" 59.12427 10.92078 1 1009
"3690" 59.12952 10.93632 1 1042
"2637" 58.98477 9.676581 1 114
"3841" 59.15267 11.14977 1 1177
"2863" 59.02717 10.10782 1 307
"3671" 59.12712 11.17471 1 1028
"3320" 59.08671 10.93655 1 731
"2793" 59.01439 11.05989 1 242
"4678" 59.44721 10.42973 1 1888
"2790" 59.01414 11.10198 1 239
"3687" 59.1293 10.42061 1 1040
"5812" 59.90154 10.75137 1 2586
"3385" 59.09464 10.22629 1 788
"4707" 59.45867 10.36123 1 1907
"5463" 59.76215 10.72661 1 2351
"5352" 59.71051 10.3772 1 2259
"4395" 59.26554 10.48826 1 1663
"4524" 59.33185 10.74729 1 1772
"5771" 59.88873 10.61389 1 2553
"3908" 59.16314 10.40888 1 1240
"4054" 59.18603 10.85652 1 1367
"3895" 59.16071 10.37775 1 1227
"3369" 59.09276 11.23562 1 775
"4809" 59.49918 10.68011 1 1959
"4210" 59.21413 10.93309 1 1506
"5367" 59.71589 10.54811 1 2274
"4556" 59.35773 10.6624 1 1795
"4180" 59.20891 10.36407 1 1480
"3212" 59.0731 9.693059 1 629
"5707" 59.87448 10.53381 1 2503
"3395" 59.09625 10.48649 1 798
"5257" 59.68496 10.62349 1 2203
"5077" 59.62616 10.64787 1 2140
"4202" 59.21305 10.36798 1 1499
"3547" 59.1129 10.23183 1 932
"5259" 59.68535 10.42606 1 2204
"2688" 58.99402 9.750451 1 149
"5447" 59.75105 10.26135 1 2339
"2604" 58.97633 9.987924 1 90
"2823" 59.02021 11.10998 1 270
"3968" 59.17183 10.86087 1 1291
"4568" 59.37329 10.65673 1 1805
"3606" 59.12023 11.1879 1 980
"2665" 58.98959 11.04149 1 129
"3436" 59.10088 9.647193 1 835
"4405" 59.27018 10.74901 1 1671
"5777" 59.89041 10.59466 1 2557
"4641" 59.43659 10.58803 1 1859
"5102" 59.63802 10.64285 1 2150
"4490" 59.31798 10.72324 1 1743
"4125" 59.19828 10.34004 1 1431
"5791" 59.89399 10.63402 1 2571
"4326" 59.24524 10.46841 1 1604
"4335" 59.24739 10.69919 1 1612
"3741" 59.13638 10.93853 1 1088
"2880" 59.02907 11.01384 1 324
"5628" 59.85243 10.52665 1 2437
"3909" 59.16336 10.32541 1 1241
"2836" 59.0224 10.17889 1 282
"3847" 59.1537 10.90024 1 1183
"3174" 59.06884 9.788836 1 594
"3562" 59.11462 10.22283 1 945
"4132" 59.19996 10.50093 1 1437
"4081" 59.19062 10.46786 1 1391
"4099" 59.19393 10.94553 1 1407
"5615" 59.84827 10.49742 1 2427
"3791" 59.14544 11.1309 1 1133
"3199" 59.07189 10.92818 1 618
"5611" 59.84353 10.69156 1 2424
"3711" 59.13218 10.95189 1 1061
"4777" 59.48705 10.3281 1 1941
"2313" 58.89542 9.644804 1 9
"2667" 58.98965 11.05715 1 131
"3101" 59.05982 10.2644 1 526
"3457" 59.10368 10.8461 1 855
"4645" 59.43788 10.45597 1 1861
"3180" 59.06946 10.22151 1 599
"5646" 59.85812 10.50775 1 2451
"2909" 59.03407 10.21736 1 352
"4616" 59.42215 10.61197 1 1838
"4935" 59.55152 10.28639 1 2063
"5362" 59.71382 10.37307 1 2269
"3279" 59.0819 10.88486 1 692
"4963" 59.56271 10.25152 1 2081
"3880" 59.15902 11.17407 1 1215
"3991" 59.17498 10.4515 1 1311
"2611" 58.97811 9.837365 1 95
"3011" 59.04842 9.660389 1 444
"2727" 59.00331 9.754086 1 185
"3458" 59.10389 11.12664 1 856
"4859" 59.52334 10.47508 1 1997
"3542" 59.11256 10.45148 1 927
"3280" 59.08206 10.30065 1 693
"3275" 59.08057 10.96077 1 688
"4521" 59.32884 10.66412 1 1770
"3712" 59.13222 11.22644 1 1062
"3732" 59.13534 11.13958 1 1080
"5364" 59.71487 10.56659 1 2271
"5580" 59.83065 10.4958 1 2404
"4865" 59.52531 10.42567 1 2002
"5689" 59.86955 10.76685 1 2488
"3744" 59.1372 11.03634 1 1091
"4363" 59.25711 10.73116 1 1634
"4468" 59.30926 10.77954 1 1723
"3381" 59.09416 10.44153 1 786
"3670" 59.12695 10.31922 1 1027
"3494" 59.10737 10.87607 1 887
"2366" 58.90325 9.652146 1 16
"3767" 59.14206 10.91361 1 1111
"4118" 59.19628 10.80294 1 1424
"4158" 59.20476 10.34917 1 1461
"2674" 58.99063 9.696546 1 138
"3933" 59.16654 10.82687 1 1261
"4886" 59.53093 10.38109 1 2020
"4546" 59.34577 10.47514 1 1788
"3619" 59.12187 10.86666 1 992
"4808" 59.49781 10.65469 1 1958
"5708" 59.87479 10.54141 1 2504
"2746" 59.00713 9.786767 1 199
"2662" 58.98899 9.852809 1 127
"2713" 59.00024 10.04133 1 173
"3715" 59.13315 9.628469 1 1065
"5329" 59.7025 10.62846 1 2246
"4078" 59.19055 10.3334 1 1389
"5665" 59.86366 10.5377 1 2468
"5471" 59.7689 10.71457 1 2358
"3171" 59.06832 10.52651 1 591
"3419" 59.09904 10.91989 1 820
"4781" 59.48836 10.31869 1 1943
"4317" 59.24271 10.44234 1 1595
"4557" 59.36012 10.67403 1 1796
"5656" 59.86027 10.51054 1 2460
"3112" 59.06101 10.2991 1 536
"3949" 59.16907 10.42335 1 1274
"2520" 58.95518 9.614879 1 31
"3537" 59.11185 11.20073 1 923
"4479" 59.31465 10.7254 1 1734
"2618" 58.97873 9.981803 1 101
"5649" 59.8585 10.52673 1 2454
"4677" 59.4472 10.61284 1 1887
"3523" 59.11035 10.26513 1 910
"4256" 59.22453 10.76864 1 1543
"4333" 59.24662 10.73432 1 1610
"3260" 59.07901 11.05022 1 673
"5737" 59.88156 10.53252 1 2525
"3798" 59.14637 11.00938 1 1140
"4967" 59.56402 10.42833 1 2085
"4126" 59.19844 10.94632 1 1432
"2806" 59.01699 10.03183 1 254
"3262" 59.07922 10.87379 1 675
"3529" 59.11069 10.77143 1 916
"3437" 59.10091 10.28128 1 836
"2623" 58.98108 9.837966 1 105
"5272" 59.68963 10.4118 1 2213
"3970" 59.17192 11.00607 1 1293
"4940" 59.55506 10.39578 1 2066
"2870" 59.0281 10.21285 1 314
"2640" 58.98528 10.03397 1 115
"5695" 59.87119 10.58764 1 2493
"3365" 59.09213 9.645028 1 771
"4273" 59.22912 10.37496 1 1557
"2803" 59.01641 9.814218 1 251
"2653" 58.98771 9.840318 1 120
"3861" 59.15614 11.01572 1 1197
"2936" 59.03856 10.05711 1 376
"3113" 59.06117 9.725218 1 537
"2578" 58.97146 10.13913 1 70
"5741" 59.88298 10.6159 1 2529
"5618" 59.84865 10.57787 1 2429
"3495" 59.10745 10.43167 1 888
"5772" 59.88884 10.55096 1 2554
"3031" 59.0508 9.786965 1 463
"4870" 59.52618 10.32057 1 2007
"2580" 58.97172 9.908107 1 72
"3070" 59.05574 11.07089 1 497
"3633" 59.12283 10.3662 1 1002
"4772" 59.48404 10.63521 1 1938
"2982" 59.04508 10.15621 1 418
"3710" 59.13192 10.33044 1 1060
"3978" 59.17339 10.39395 1 1300
"4634" 59.43158 10.49378 1 1853
"4483" 59.31589 10.52926 1 1737
"5424" 59.74068 10.72818 1 2318
"3879" 59.15898 11.11638 1 1214
"5710" 59.87564 10.59973 1 2505
"4394" 59.26542 10.73971 1 1662
"2784" 59.01309 10.12857 1 233
"3626" 59.12228 10.42448 1 998
"3905" 59.16248 11.16456 1 1237
"3714" 59.13311 11.10661 1 1064
"4508" 59.32311 10.73926 1 1760
"2920" 59.03586 11.11072 1 363
"3882" 59.15929 10.82606 1 1217
"5405" 59.73248 10.22991 1 2302
"4590" 59.39136 10.51566 1 1820
"2876" 59.02883 11.00663 1 320
"2730" 59.00427 10.1006 1 187
"2769" 59.00988 10.10072 1 219
"3245" 59.07732 10.26221 1 660
"4391" 59.26494 10.49372 1 1659
"3435" 59.10071 10.42891 1 834
"2947" 59.03984 10.17062 1 386
"4316" 59.2422 10.46439 1 1594
"3676" 59.12754 9.619668 1 1032
"5428" 59.74198 10.51235 1 2322
"3217" 59.07373 10.85094 1 634
"3940" 59.16746 10.90838 1 1266
"3544" 59.11278 10.35699 1 929
"4229" 59.21762 11.06564 1 1522
"4783" 59.48854 10.39354 1 1945
"3974" 59.1729 10.45118 1 1296
"3116" 59.0615 10.91129 1 540
"4216" 59.21513 10.78279 1 1511
"5801" 59.89693 10.68746 1 2577
"5226" 59.67555 10.42747 1 2185
"4035" 59.18275 10.85909 1 1350
"4159" 59.20481 10.80031 1 1462
"3610" 59.12069 10.4277 1 983
"3050" 59.05309 9.720836 1 481
"4238" 59.22 10.69825 1 1531
"2953" 59.04152 10.14208 1 391
"5716" 59.87644 10.54811 1 2510
"4260" 59.22494 10.44779 1 1547
"5640" 59.85598 10.54971 1 2446
"5462" 59.76204 10.58221 1 2350
"2959" 59.04213 10.89039 1 397
"4964" 59.56279 10.25977 1 2082
"3272" 59.0804 10.93437 1 685
"5630" 59.85353 10.49579 1 2439
"3249" 59.07763 11.06215 1 663
"2355" 58.90185 9.646676 1 14
"4435" 59.28803 10.6766 1 1696
"4047" 59.18452 10.88502 1 1360
"2853" 59.02529 9.762685 1 298
"5563" 59.82582 10.49845 1 2395
"2537" 58.96416 9.959132 1 42
"3496" 59.10757 10.86825 1 889
"3265" 59.07972 10.96954 1 678
"3172" 59.06846 10.52069 1 592
"3603" 59.11983 9.620758 1 978
"2906" 59.03385 10.15584 1 349
"3309" 59.08592 9.718035 1 720
"3957" 59.17 10.36688 1 1281
"3078" 59.05635 9.778436 1 504
"3840" 59.15258 11.18986 1 1176
"3446" 59.10218 10.86185 1 844
"3360" 59.09173 11.19988 1 766
"2716" 59.00114 9.803005 1 176
"3413" 59.09808 10.22525 1 815
"3046" 59.05284 11.07034 1 477
"4066" 59.1881 11.18152 1 1378
"3898" 59.16153 10.83272 1 1230
"3786" 59.14493 10.3186 1 1128
"3799" 59.14656 11.13749 1 1141
"3299" 59.08479 11.05073 1 712
"3271" 59.08025 11.06641 1 684
"5276" 59.69113 10.52008 1 2217
"2970" 59.04392 11.05206 1 407
"3382" 59.09421 9.696838 1 787
"2588" 58.97251 10.00751 1 78
"5681" 59.86745 10.50891 1 2481
"4695" 59.45285 10.44057 1 1903
"4662" 59.442 10.48127 1 1875
"3497" 59.10763 10.42092 1 890
"3972" 59.17259 10.32856 1 1295
"3159" 59.0671 10.96101 1 580
"3797" 59.14615 10.98699 1 1139
"5815" 59.90213 10.74491 1 2589
"4453" 59.30394 10.68622 1 1710
"4415" 59.27516 10.72889 1 1680
"4294" 59.23474 10.46226 1 1575
"4359" 59.25572 10.44835 1 1631
"2660" 58.98898 9.751982 1 125
"3668" 59.12686 10.31554 1 1025
"4257" 59.22466 10.36885 1 1544
"4748" 59.47409 10.6819 1 1925
"2999" 59.04692 11.05423 1 433
"5437" 59.74652 10.72371 1 2329
"2276" 58.88545 9.615303 1 7
"5642" 59.85691 10.52446 1 2448
"3771" 59.14245 10.94243 1 1115
"3292" 59.08353 11.07114 1 705
"3772" 59.14246 10.41754 1 1116
"3694" 59.12977 11.03369 1 1046
"3503" 59.10837 10.93766 1 895
"2777" 59.01143 9.822576 1 227
"4053" 59.18587 10.35625 1 1366
"4331" 59.24647 10.38214 1 1608
"3257" 59.07847 10.95795 1 671
"3416" 59.0986 10.44201 1 817
"3782" 59.14457 11.03726 1 1124
"4049" 59.18502 11.08451 1 1362
"4679" 59.44743 10.46566 1 1889
"3708" 59.13173 9.630566 1 1058
"3582" 59.11773 10.90533 1 962
"3264" 59.07968 9.792644 1 677
"4071" 59.18864 11.16816 1 1383
"4377" 59.261 10.4136 1 1647
"3540" 59.11198 10.27705 1 925
"3324" 59.08716 10.90704 1 734
"4165" 59.2059 10.94108 1 1467
"4228" 59.21751 10.79063 1 1521
"4203" 59.21319 10.91395 1 1500
"3094" 59.05843 11.00358 1 519
"2724" 59.00319 10.03714 1 183
"5752" 59.88547 10.60493 1 2537
"4084" 59.19122 11.15081 1 1394
"3204" 59.07232 9.627637 1 623
"2929" 59.0375 10.94802 1 370
"5086" 59.6299 10.40734 1 2145
"5758" 59.88667 10.61352 1 2542
"4528" 59.33382 10.49008 1 1773
"4629" 59.42962 10.65382 1 1848
"3739" 59.13611 10.93097 1 1086
"3587" 59.11809 10.22754 1 965
"4146" 59.20172 10.94214 1 1449
"4298" 59.23611 10.6871 1 1577
"3312" 59.08604 10.43473 1 723
"3443" 59.10196 10.48609 1 841
"5050" 59.61145 10.4124 1 2126
"5233" 59.67739 10.55643 1 2191
"4185" 59.21041 10.93857 1 1484
"3055" 59.05398 9.756682 1 485
"4291" 59.23428 10.76212 1 1572
"3765" 59.14192 10.38047 1 1110
"5048" 59.61065 10.43171 1 2124
"3117" 59.06204 11.08011 1 541
"3313" 59.08607 10.42862 1 724
"4136" 59.20031 10.45467 1 1441
"4423" 59.27839 10.7422 1 1688
"5240" 59.68183 10.41973 1 2195
"3552" 59.11355 10.887 1 937
"5652" 59.85945 10.5777 1 2457
"2785" 59.01329 9.847383 1 234
"5448" 59.75153 10.71662 1 2340
"5743" 59.88325 10.62706 1 2531
"5292" 59.69304 10.52482 1 2225
"2751" 59.00775 11.00427 1 204
"5305" 59.69622 10.52025 1 2231
"2851" 59.0249 10.0655 1 296
"4388" 59.26427 10.40685 1 1657
"3187" 59.0703 10.8863 1 606
"4143" 59.20142 11.07234 1 1446
"3931" 59.1663 10.38669 1 1259
"4206" 59.21345 10.53495 1 1503
"2690" 58.99438 9.858585 1 151
"2703" 58.99822 9.805923 1 163
"4414" 59.27459 10.7406 1 1679
"2795" 59.01464 10.11892 1 244
"3530" 59.11081 11.21287 1 917
"4819" 59.50361 10.3624 1 1967
"3703" 59.1312 10.43616 1 1054
"5060" 59.61691 10.41088 1 2131
"3532" 59.11091 10.42155 1 919
"5712" 59.87617 10.50698 1 2507
"3114" 59.06141 9.754411 1 538
"3809" 59.14754 11.13491 1 1151
"2816" 59.01888 10.10192 1 263
"3602" 59.11945 11.21335 1 977
"4334" 59.24696 10.70135 1 1611
"2976" 59.04432 11.04612 1 412
"4168" 59.20675 10.56111 1 1470
"5736" 59.88145 10.59937 1 2524
"4309" 59.2401 10.76336 1 1587
"4110" 59.19579 11.07455 1 1417
"4246" 59.22234 10.4598 1 1536
"4073" 59.18899 11.07866 1 1385
"2991" 59.04626 10.15089 1 427
"4494" 59.31911 10.74915 1 1747
"3235" 59.07579 10.21735 1 651
"3868" 59.15699 10.32213 1 1204
"4640" 59.43548 10.65156 1 1858
"3517" 59.10992 10.87116 1 905
"3229" 59.07489 11.04223 1 645
"4205" 59.21335 10.93254 1 1502
"4672" 59.4448 10.45668 1 1882
"4086" 59.19128 11.07738 1 1395
